id_review,timestamp,raw_text,clean_text,rating,emotion,intensity,source,product_id,category,marca,modelo
SHOP_0032,29 oct 2024,"La compu es buena para la escuela y el trabajo, si no te urgen las cosas, se tarda algo en iniciarse, en abrir aplicaciones y páginas de internet. Por el precio, es genial, y para algo sencillo también es muy bueno. Es una muy buena compra con relación calidad precio.",[BLOQUEADO_POR_SEGURIDAD],Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0033,01 sept 2023,Parece bueno.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0034,08 abr 2025,Me gustó mucho la verdad sola recomiendo 👌👌👌👍👍👍😊🌟🌟🌟🌟🌟.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0035,27 sept 2024,Exelente de muy buena calidad funciona todo bien lo recomiendo mucho.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0036,13 jul 2025,"Me ha parecido muy bueno y me ha funcionado muy bien para la universidad, el único detalle es que por defecto de fabrico viene de usa por lo que no trae ñ, pero le cambias el idioma a la laptop y ya pones el teclado en español y más que nada los símbolos cambian de lugar, pero de ahí para allá todo muy bien.",[BLOQUEADO_POR_SEGURIDAD],Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0037,30 ene 2025,Ya van 2 que compro y muy bueno. Sin queja alguna.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0038,25 dic 2024,Le gusto mucho a mi sobrina.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0039,27 oct 2024,Me salió súper buena recomendado.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0040,08 ene 2024,Me encantó es un producto súper mega recomendado el tamaño y el peso está perfecto ❤️.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0041,06 dic 2023,De muy buena calidad y precio y útil para los chavos de la escuela.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0042,10 jun 2025,"Muy bonita la lap, mi hermano quedo satisfecho con la compra, y sobre todo muy bonita y ligera, es de buen tamaño, super recomendada.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0043,07 nov 2025,"Es muy buena laptop, te ayudará demasiado en tus trabajos escolares y laborales!!!.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0044,16 mar 2025,"Muy bonita, ligera, el empaque en el que venía la cubre muy bien, solo se le debe instalar office, funciona perfecto, la recomiendo ampliamente.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0045,30 dic 2024,Es súper ligera muy ligera en realidad no pesa jaja muy buena compra la recomiendo.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0046,16 dic 2024,"Muy buena laptop ya llevamos unas semanas usándola y no hay queja, la verdad es que fue una buena compra, la recomendamos.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0047,01 sept 2024,Muy bonita me encantó el tamaño es muy bueno y la calidad igual.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0048,24 dic 2024,Un producto muy sencillo pero funcional.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0049,23 sept 2024,La verdad creo que es un buen. Producto por su precio cumple con las expectativas.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0050,25 jun 2024,Muy buen producto lo recomiendo.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0051,08 feb 2024,Excelente producto por el precio.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0052,20 dic 2023,"Excelente compra.
Sin problema de configuracion.
Funciona perfectamente.
Buen tamaño y muy ligera.
Justo lo que necesitaba.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0053,15 oct 2023,Exelente producto precio calidad.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0054,28 jun 2023,Excelente compra….,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0055,07 nov 2025,Buena relación precio calidad y muy buen producto para el trabajo.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0056,15 dic 2025,Muy buen tamaño y funcional. Excelente que ya traiga office.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0057,15 feb 2025,"Excelente laptop, muy práctica y fácil de utilizar. Excelente compra.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0058,07 ene 2025,Excelente calidad.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0059,09 dic 2024,Excelente calidad - precio funciona muy bien. Ya la traigo usando y me ha funcionado muy bien.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0060,15 mar 2025,El precio es accesible le encantó mi hijo. Viene sellada al principio viene en inglés pero se actualiza conforme los datos que te pide. Es rápido la velocidad no tenemos queja. Lo recomiendo.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0061,26 nov 2024,Excelente!! es justo lo que necesitaba. Me encantó.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0062,30 sept 2024,La verdad está muy bien se ve bien la imagen y no se traba muy bien en relación a calidad y precio espero y dure mucho.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0063,13 sept 2024,Mediación mi lap se las recomiendo.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0064,16 sept 2025,Muy bueno solamente es equipo americano.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0065,30 jul 2025,Buen producto.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0066,04 jun 2025,Excelente producto.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0067,31 may 2025,Bueno.,[BLOQUEADO_POR_SEGURIDAD],Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0068,15 mar 2025,"Esta bien, solo que está en inglés.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0069,14 mar 2025,"Para tareas escolares excelente. Ligera y rápida.
Útil para estudiar y navegación en internet.
La recomiendo ampliamente. Muy buen precio y calidad.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0070,01 mar 2025,Hasta ahora todo bien me a servido mucho para mis tareas.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0071,31 ene 2025,"El material al tacto parece aluminio delgado, esta genial, para un uso de trabajo general comun es la mejor relacion precio-calidad que hay aqui, por algo es de las mas vendidas y cabe mensionar que al ser marca conocida hp tambien es facil de reparar y no es tan caro sus partes y modificaciones, me agrado mucho y la recomiendo.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0072,13 ene 2025,"Al inicio de la configuracion todo bien, la guarde apagandola de forma normal y cuando la quice usar no cargaba el windows solo se reiniciaba una y otra vez hasta que entre en los menus que ofrece para restablecer y la tuve que reiniciar de fabrica, por ahora a un mes de la compra funciona normal, no es muy poetente, pero si para trabajos escolares no muy exigentes esta bien.",[BLOQUEADO_POR_SEGURIDAD],Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0073,24 dic 2024,"Es un producto muy bonito ,barato, aun no la usamos al 100% , la prendí cheque lo básico y cumple su función veremos que tan funciona en la escuela.",[BLOQUEADO_POR_SEGURIDAD],Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0074,23 dic 2024,Que puedo decir es la tercera que compro es súper rapida.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0075,28 nov 2024,Excelente compra.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0076,27 oct 2024,Muy bueno.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0077,26 oct 2024,Más de lo que esperaba muy buena y bonita y super rápida muy ligera.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0078,20 ago 2024,Hasta el momento todo bien solo la e usado para facturar en linea.,[BLOQUEADO_POR_SEGURIDAD],Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0079,25 abr 2024,"Viene. Muy bien la laptop pero no trae el mouse, me dieron a cambio unos audífonos muy x pero está bien apenas la empezaré a usar pero a simple vista se mira bien.",[BLOQUEADO_POR_SEGURIDAD],Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0080,30 mar 2024,"Excelente producto para lo que es para estudiante, calidad y precio, recomendable.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0081,09 dic 2023,Me gustó mucho.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0082,27 nov 2023,Lo básico cumple con la funcion.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0083,07 oct 2023,"Hasta ahora se a desempeñado muy bien,,,materiales de buena calidad,,por el precio está muy bien.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0084,25 jul 2023,"Buena compra la lap jala bien buena velocidad para el precio muy accesible obvio para lo que es para hacer tareas checar fb, para usar el office al precio muy buena lap top.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0085,30 nov 2025,"Me encanto, excelente producto.
Muy práctico, viene con cargador m.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0086,05 mar 2026,"Con las bbb 🫶🏻.
Buena, bonita y barata.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0087,21 feb 2026,"Viene muy bien empacada , es liviana como y práctica , trae sus cables y manual , a la primera impresión de prender y configurar se ve y funcionó muy bien , se la regalaré a mi hijo en unos días , sé que le encantará y le funcionará súper bien para sus necesidades y en relación calidad precio si la recomiendo, la volveré a comprar.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0088,27 dic 2024,"Buena calidad y precio, vale la pena es muy liviana, tiene un lindo color y textura, le dura bastante la bateria, viene en ingles pero lo puedes ajustar.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0089,26 ene 2026,"Es un producto básico, para uso básico escolar esta bien. No podemos pedir mas de este modelo.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0090,11 dic 2025,Buen aparato.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0091,10 dic 2025,"Se ve bien, falta probarla.",[BLOQUEADO_POR_SEGURIDAD],Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0092,09 nov 2025,Excelente.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0093,08 nov 2025,"Es muy buen producto, hasta el momento todo bien, bien empacado con su instructivo y cargador original y nuevo todo.
La única duda es como activo el microsoft 365 personal que trae incluido.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0094,14 oct 2025,"Me a encantado todo bien.
La opcuparé para tareas de primaria.
10 de 10.
Precio y calidad.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0095,09 may 2025,Es perfecta muy facil de utilizar muy práctica y completa.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0096,13 mar 2026,"Llegó muy bien empacado, falta probar.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0097,12 feb 2026,"Tamaño perfecto, está en perfectas condiciones, el único detalle que todo su sistema operativo está en ingles.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0098,06 feb 2026,"La acabo de recibir, venía super bien cuidada y hasta ahorita esta funcionando muy bien para todo, tiene el tamaño adecuado y el color es tal cual el que dice.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0099,05 feb 2026,"Excelente hasta el momento no ha tenido alguna falla, solo que al inicio todo viene en inglés. Pero muy bien.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0100,22 ene 2026,Excelente compra empaque original 10/10.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0101,20 ene 2026,"Gracias excelente laptop,es mi primera compra en mercado libre, gracias por todo, excelente envío, gracias.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0102,27 dic 2025,"Exelente producto.
Cumplio con mis expectativas la uso para trabajos y funciona sin ningún problema.
Venía en una caja bien sellada con su cable para cargar.
Es liviana y la puedo llevar a todas partes.
Recomiendo la compra.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0103,27 dic 2025,"Excelente compra,pedí 2 colores rosa y gris,muy satisfecha.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0104,27 dic 2025,Muy bien para uso escolar. Hasta el momento todo perfecto.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0105,24 dic 2025,"Totalmente funcional, es un regqlo para escuela entonces si cumple con las funciones.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0106,22 dic 2025,"Cumple con las características mencionadas en la publicidad, me gustó mucho.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0107,17 dic 2025,Me encantó buen producto por el precio.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0108,10 dic 2025,"Funciona excelente. Ojo que la mía tiene el teclado en inglés (no tiene ñ), no sé por qué. Venía perfectamente cerrada, con su cable cargador y manual de usuario. Para actividades sencillas como tareas para la escuela funciona perfecto.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0109,07 dic 2025,"Muy buena, super ligera, delgada para poderla transportar fácilmente. Para tareas básicas es rápida y fácil de manejar su sistema operativo.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0110,14 nov 2025,Excelente precio calidad.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0111,08 nov 2025,Me hubiera gustado una caja más bonita ya que es para regalo.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0112,10 jun 2025,"La verdad por el precio es de lo mejor, trabaja bien, sirve para lo básico, nada pesado, yo la uso para la prepa y ver cosas, me parece muy bien, la batería le dura unas 6 horas o más depende el uso la verdad, y se carga muy rápido, su cargador es original, el teclado es inglés pero en configuración le cambias el idioma y esta disponible la ñ, pensé q sería más anchita, pero es ligera y delgada, muy buen equipo.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0113,29 may 2025,"La recibí en perfectas condidicones, bien empaquetada, fácil de configurar, es bonita y al menos ora lo que yo la necesito suficiente funcional, tareas de escuela excel… lo básico, un buen precio.
Falta probar duración de bateria.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0114,08 may 2025,No la he utilizado mucho pero es buena.,[BLOQUEADO_POR_SEGURIDAD],Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0115,10 feb 2025,"Producto muy bueno, recomendable 100%.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0116,01 dic 2024,Muy bien producto.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0117,27 nov 2024,Al parecer todo bien vamos a ver cómo funciona. En un mes regreso a comentarles.,[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0118,14 mar 2026,"Muy bien, hasta ahora no me ha fallado, cubrie mis expectativas.",[BLOQUEADO_POR_SEGURIDAD],Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
